sno,name,mail,phonenumber,branch,year,hr_score,hr_completion,lc_easy,lc_medium,lc_hard,lc_total,cc_rating,cc_stars,cc_country_rank,cc_global_rank,cc_highest_rating,maya,maya_score,maya_rank,gfg_score,gfg_problems,github_profile,linkedin_profile
23,Student_23,student23@example.com,9450617858,CIVIL,3,75,36,89,102,31,297,882,2,46,4231,1174,No,42,169,112,227,https://github.com/student23,https://linkedin.com/in/student23
24,Student_24,student24@example.com,9836965550,IT,3,9,45,176,74,31,339,1700,3,2676,71647,2061,Yes,20,137,101,70,https://github.com/student24,https://linkedin.com/in/student24
25,Student_25,student25@example.com,9708976545,MECH,3,25,80,76,158,2,129,849,5,2989,39459,2093,Yes,3,2,179,26,https://github.com/student25,https://linkedin.com/in/student25
26,Student_26,student26@example.com,9676404664,CIVIL,2,70,64,15,47,50,92,1304,2,3676,58517,2062,Yes,57,389,6,52,https://github.com/student26,https://linkedin.com/in/student26
27,Student_27,student27@example.com,9215897070,ECE,3,20,70,183,2,50,24,1621,3,4727,19121,1882,No,77,192,19,273,https://github.com/student27,https://linkedin.com/in/student27
28,Student_28,student28@example.com,9865662748,ECE,1,95,97,7,187,0,175,1432,2,816,6789,1061,No,15,135,130,92,https://github.com/student28,https://linkedin.com/in/student28
29,Student_29,student29@example.com,9521183665,ECE,2,20,6,77,182,5,360,834,4,2734,67634,2350,No,76,384,170,245,https://github.com/student29,https://linkedin.com/in/student29
30,Student_30,student30@example.com,9420038337,IT,3,68,54,57,85,50,170,2442,3,2542,63124,887,No,93,170,1,143,https://github.com/student30,https://linkedin.com/in/student30
31,Student_31,student31@example.com,9497646442,CSE,4,42,3,54,89,2,54,1633,1,3407,99814,2117,No,92,81,174,110,https://github.com/student31,https://linkedin.com/in/student31
32,Student_32,student32@example.com,9597373725,IT,3,1,9,139,5,9,358,1573,3,4424,93976,1333,Yes,42,94,112,208,https://github.com/student32,https://linkedin.com/in/student32
33,Student_33,student33@example.com,9415103981,CSE,2,21,43,36,123,4,249,1791,4,3487,62170,1039,Yes,89,282,162,296,https://github.com/student33,https://linkedin.com/in/student33
34,Student_34,student34@example.com,9399742529,CIVIL,1,67,23,55,20,31,242,1068,4,2129,71517,1644,No,59,160,192,197,https://github.com/student34,https://linkedin.com/in/student34
35,Student_35,student35@example.com,9919948510,IT,2,79,92,82,188,23,343,2269,2,115,33970,975,No,37,331,97,35,https://github.com/student35,https://linkedin.com/in/student35
36,Student_36,student36@example.com,9896897483,ECE,4,81,75,54,193,41,262,1603,1,3957,70426,2067,Yes,56,319,108,188,https://github.com/student36,https://linkedin.com/in/student36
37,Student_37,student37@example.com,9978969820,MECH,4,82,19,67,127,12,398,2274,2,1117,30992,1695,No,16,476,189,62,https://github.com/student37,https://linkedin.com/in/student37
38,Student_38,student38@example.com,9290150364,IT,1,79,26,29,147,13,363,2364,4,848,17649,1928,Yes,36,421,99,85,https://github.com/student38,https://linkedin.com/in/student38
39,Student_39,student39@example.com,9292421525,CSE,1,89,48,91,145,11,141,1779,5,1968,37912,1067,No,70,297,170,126,https://github.com/student39,https://linkedin.com/in/student39
40,Student_40,student40@example.com,9314402322,IT,3,86,65,31,21,36,387,2370,5,2176,61877,1748,No,41,42,54,163,https://github.com/student40,https://linkedin.com/in/student40
41,Student_41,student41@example.com,9343490287,CSE,4,15,26,43,70,47,130,2031,5,1920,11948,2071,No,63,419,68,281,https://github.com/student41,https://linkedin.com/in/student41
42,Student_42,student42@example.com,9175779155,CSE,2,57,18,45,88,26,371,2397,3,2070,47855,1367,No,97,93,99,148,https://github.com/student42,https://linkedin.com/in/student42
43,Student_43,student43@example.com,9947647313,IT,3,4,34,152,116,6,392,878,3,3556,13127,1819,No,96,156,42,214,https://github.com/student43,https://linkedin.com/in/student43
44,Student_44,student44@example.com,9314045637,ECE,4,60,9,5,157,3,243,1447,1,1423,350,1157,No,32,175,107,278,https://github.com/student44,https://linkedin.com/in/student44
45,Student_45,student45@example.com,9394435754,MECH,3,57,41,84,41,30,347,1516,5,2336,72690,2071,No,77,233,43,14,https://github.com/student45,https://linkedin.com/in/student45
46,Student_46,student46@example.com,9329320352,MECH,2,76,38,76,155,38,370,870,5,889,66575,1522,No,58,104,47,109,https://github.com/student46,https://linkedin.com/in/student46
47,Student_47,student47@example.com,9520708610,CIVIL,4,62,63,131,75,39,142,2192,1,4562,16944,2020,Yes,54,1,198,75,https://github.com/student47,https://linkedin.com/in/student47
48,Student_48,student48@example.com,9730415121,CIVIL,4,28,76,173,42,46,167,1174,3,663,4450,1303,No,6,247,60,100,https://github.com/student48,https://linkedin.com/in/student48
49,Student_49,student49@example.com,9585935424,CIVIL,3,92,94,145,181,0,284,2275,3,1084,59075,2416,Yes,10,343,66,256,https://github.com/student49,https://linkedin.com/in/student49
50,Student_50,student50@example.com,9442685652,CSE,1,30,33,75,191,46,166,1126,4,1613,58115,931,Yes,5,335,126,28,https://github.com/student50,https://linkedin.com/in/student50
51,Student_51,student51@example.com,9403651616,CIVIL,3,16,47,108,182,43,86,1131,3,4235,60347,1620,No,91,47,188,86,https://github.com/student51,https://linkedin.com/in/student51
52,Student_52,student52@example.com,9113367328,IT,3,30,62,179,13,21,277,1445,3,536,27978,2495,Yes,33,11,183,239,https://github.com/student52,https://linkedin.com/in/student52
53,Student_53,student53@example.com,9482760554,CSE,2,60,21,22,10,32,265,1494,5,3136,65212,2056,Yes,98,365,187,139,https://github.com/student53,https://linkedin.com/in/student53
54,Student_54,student54@example.com,9112606689,CSE,4,21,78,109,46,36,222,1817,4,4259,86261,2151,No,5,218,182,218,https://github.com/student54,https://linkedin.com/in/student54
55,Student_55,student55@example.com,9823650432,MECH,3,98,68,75,111,46,96,1962,2,307,68858,1188,Yes,50,153,156,26,https://github.com/student55,https://linkedin.com/in/student55
56,Student_56,student56@example.com,9711699731,IT,3,64,42,184,15,19,286,1583,5,343,69523,1974,No,91,198,37,191,https://github.com/student56,https://linkedin.com/in/student56
57,Student_57,student57@example.com,9981052259,IT,2,74,49,199,104,28,336,1096,3,923,69263,2055,Yes,43,260,126,258,https://github.com/student57,https://linkedin.com/in/student57
58,Student_58,student58@example.com,9580177278,CSE,3,32,47,123,68,1,384,1397,1,2778,33655,2556,Yes,32,237,142,33,https://github.com/student58,https://linkedin.com/in/student58
59,Student_59,student59@example.com,9829145835,CSE,1,41,30,62,34,33,318,827,3,1523,7167,2368,No,63,106,23,264,https://github.com/student59,https://linkedin.com/in/student59
60,Student_60,student60@example.com,9960601309,IT,1,7,32,8,185,49,313,956,5,1994,21445,1140,Yes,20,388,61,104,https://github.com/student60,https://linkedin.com/in/student60
61,Student_61,student61@example.com,9571878461,ECE,4,44,81,175,0,6,387,1471,1,2389,35952,1802,Yes,2,204,122,142,https://github.com/student61,https://linkedin.com/in/student61
62,Student_62,student62@example.com,9818731642,CIVIL,2,98,76,95,177,39,26,1884,4,3658,50523,2339,No,25,406,175,203,https://github.com/student62,https://linkedin.com/in/student62
63,Student_63,student63@example.com,9596162960,MECH,2,47,81,183,158,18,236,834,3,1969,32374,1842,No,14,384,29,53,https://github.com/student63,https://linkedin.com/in/student63
64,Student_64,student64@example.com,9469616711,CSE,2,58,7,68,158,22,325,2271,5,3080,1853,1761,Yes,41,364,70,235,https://github.com/student64,https://linkedin.com/in/student64
65,Student_65,student65@example.com,9289208304,CSE,2,25,80,155,146,38,243,2208,1,2791,46723,2427,No,22,79,88,202,https://github.com/student65,https://linkedin.com/in/student65
66,Student_66,student66@example.com,9300056453,CSE,4,39,2,58,107,48,233,2041,5,1022,16081,1603,Yes,19,214,147,300,https://github.com/student66,https://linkedin.com/in/student66
67,Student_67,student67@example.com,9933840442,CSE,4,78,54,129,88,32,238,2235,3,4816,61637,2185,No,28,398,189,287,https://github.com/student67,https://linkedin.com/in/student67
68,Student_68,student68@example.com,9883333631,MECH,2,43,0,78,22,36,72,1253,1,1148,52140,1279,No,25,348,56,34,https://github.com/student68,https://linkedin.com/in/student68
69,Student_69,student69@example.com,9121641139,ECE,4,42,71,62,5,6,390,2061,2,4697,54297,1952,No,98,472,50,143,https://github.com/student69,https://linkedin.com/in/student69
70,Student_70,student70@example.com,9761119411,ECE,4,65,81,125,54,49,113,2461,4,630,4440,1607,Yes,15,8,190,52,https://github.com/student70,https://linkedin.com/in/student70
71,Student_71,student71@example.com,9867587585,CIVIL,4,29,87,34,185,28,140,1690,4,949,97545,2373,Yes,16,456,94,173,https://github.com/student71,https://linkedin.com/in/student71
72,Student_72,student72@example.com,9751407164,IT,2,60,13,9,150,27,266,1784,1,629,39300,1187,Yes,7,403,11,172,https://github.com/student72,https://linkedin.com/in/student72
73,Student_73,student73@example.com,9373397959,CSE,2,24,85,147,127,29,150,1963,1,3576,78479,1216,Yes,24,139,188,105,https://github.com/student73,https://linkedin.com/in/student73
74,Student_74,student74@example.com,9760604156,CSE,3,95,53,78,134,10,5,1565,4,4546,82115,2309,Yes,36,74,49,226,https://github.com/student74,https://linkedin.com/in/student74
75,Student_75,student75@example.com,9399407596,CSE,4,42,50,160,106,21,27,1001,1,4032,78851,1411,No,29,458,84,100,https://github.com/student75,https://linkedin.com/in/student75
76,Student_76,student76@example.com,9742256786,MECH,4,61,34,28,164,8,53,2014,5,4154,58711,1198,Yes,1,359,52,177,https://github.com/student76,https://linkedin.com/in/student76
77,Student_77,student77@example.com,9888618508,CIVIL,4,41,42,36,193,34,151,2043,1,1262,51767,1096,No,4,126,110,199,https://github.com/student77,https://linkedin.com/in/student77
78,Student_78,student78@example.com,9274243844,CIVIL,3,42,52,17,136,9,233,1917,5,4853,31812,2305,Yes,28,202,56,128,https://github.com/student78,https://linkedin.com/in/student78
79,Student_79,student79@example.com,9118040216,IT,3,60,61,95,139,33,387,1545,3,942,95221,857,No,39,13,33,277,https://github.com/student79,https://linkedin.com/in/student79
80,Student_80,student80@example.com,9842823394,ECE,1,77,48,105,170,6,317,1302,2,929,14532,1084,Yes,50,428,34,47,https://github.com/student80,https://linkedin.com/in/student80
81,Student_81,student81@example.com,9491670969,IT,3,49,47,116,76,1,251,2465,3,3304,3004,1977,No,56,429,4,113,https://github.com/student81,https://linkedin.com/in/student81
82,Student_82,student82@example.com,9283130988,CSE,4,98,9,80,184,8,324,804,3,4769,54156,1795,Yes,100,51,14,260,https://github.com/student82,https://linkedin.com/in/student82
83,Student_83,student83@example.com,9704723499,ECE,3,27,89,39,78,26,318,1654,1,747,46522,2527,No,4,317,32,149,https://github.com/student83,https://linkedin.com/in/student83
84,Student_84,student84@example.com,9364550106,ECE,2,6,91,12,42,27,395,2042,4,2557,54623,1683,No,17,92,30,199,https://github.com/student84,https://linkedin.com/in/student84
85,Student_85,student85@example.com,9652923374,IT,3,31,5,86,178,26,217,2299,1,745,41346,2043,Yes,90,254,187,178,https://github.com/student85,https://linkedin.com/in/student85
86,Student_86,student86@example.com,9999943580,CSE,2,24,41,43,62,6,361,1519,4,3033,80700,1694,No,58,144,42,62,https://github.com/student86,https://linkedin.com/in/student86
87,Student_87,student87@example.com,9262896137,CIVIL,2,76,12,77,16,9,16,882,4,1479,47436,2105,Yes,82,264,92,195,https://github.com/student87,https://linkedin.com/in/student87
88,Student_88,student88@example.com,9165242427,IT,1,41,49,153,172,3,220,1088,5,4416,2381,2195,Yes,34,71,113,274,https://github.com/student88,https://linkedin.com/in/student88
89,Student_89,student89@example.com,9971740554,CSE,3,56,66,79,167,23,339,1210,3,684,34902,861,Yes,30,138,191,102,https://github.com/student89,https://linkedin.com/in/student89
90,Student_90,student90@example.com,9217088750,CIVIL,2,80,51,117,88,40,232,2122,2,2443,70596,1698,Yes,14,151,164,87,https://github.com/student90,https://linkedin.com/in/student90
91,Student_91,student91@example.com,9229947310,CSE,1,2,64,33,129,43,28,2194,1,787,18977,1606,No,11,119,11,99,https://github.com/student91,https://linkedin.com/in/student91
92,Student_92,student92@example.com,9626209882,MECH,1,4,46,138,15,30,241,1883,1,3156,48908,2013,No,56,129,111,296,https://github.com/student92,https://linkedin.com/in/student92
93,Student_93,student93@example.com,9953130937,MECH,1,80,87,64,160,27,307,1319,1,1183,1035,1065,No,86,496,150,215,https://github.com/student93,https://linkedin.com/in/student93
94,Student_94,student94@example.com,9702340244,MECH,1,0,55,11,91,36,119,1039,2,4151,5483,2091,No,70,295,63,24,https://github.com/student94,https://linkedin.com/in/student94
95,Student_95,student95@example.com,9859504840,MECH,4,81,47,4,150,29,238,2231,1,1415,35107,1969,No,60,246,29,199,https://github.com/student95,https://linkedin.com/in/student95
96,Student_96,student96@example.com,9908131656,MECH,2,91,67,6,2,3,362,2430,5,2285,34442,1863,Yes,76,297,179,196,https://github.com/student96,https://linkedin.com/in/student96
97,Student_97,student97@example.com,9529891617,CIVIL,2,24,35,70,171,43,26,1429,3,482,76445,1374,No,80,193,46,287,https://github.com/student97,https://linkedin.com/in/student97
98,Student_98,student98@example.com,9919094301,ECE,1,38,84,157,109,30,343,892,1,3073,35225,2213,Yes,9,399,121,225,https://github.com/student98,https://linkedin.com/in/student98
99,Student_99,student99@example.com,9330208620,CIVIL,2,95,31,43,27,20,152,969,4,1155,19954,1798,Yes,57,322,45,88,https://github.com/student99,https://linkedin.com/in/student99
100,Student_100,student100@example.com,9524994647,CSE,4,84,63,141,178,11,228,2306,4,3400,22318,859,No,53,130,100,75,https://github.com/student100,https://linkedin.com/in/student100
101,Student_101,student101@example.com,9451973604,MECH,4,57,25,4,1,12,32,2093,1,128,37858,1025,No,37,432,103,233,https://github.com/student101,https://linkedin.com/in/student101
102,Student_102,student102@example.com,9104612077,IT,1,77,76,196,68,36,69,1481,4,3305,39061,1896,Yes,21,151,83,60,https://github.com/student102,https://linkedin.com/in/student102
103,Student_103,student103@example.com,9779028882,CIVIL,4,9,29,170,183,42,164,1368,1,4423,14475,1169,No,5,20,5,83,https://github.com/student103,https://linkedin.com/in/student103
104,Student_104,student104@example.com,9761096058,ECE,4,95,18,48,12,36,308,2133,3,2407,45065,2056,No,13,447,15,216,https://github.com/student104,https://linkedin.com/in/student104
105,Student_105,student105@example.com,9736587424,MECH,1,98,75,186,103,22,259,1263,5,4188,17986,930,No,16,415,97,27,https://github.com/student105,https://linkedin.com/in/student105
106,Student_106,student106@example.com,9216250118,IT,2,34,0,127,98,10,120,1966,2,1434,91469,1123,Yes,50,257,106,134,https://github.com/student106,https://linkedin.com/in/student106
107,Student_107,student107@example.com,9673972134,IT,3,68,6,53,28,20,195,1297,1,3215,98913,890,Yes,90,377,21,42,https://github.com/student107,https://linkedin.com/in/student107
108,Student_108,student108@example.com,9926631624,ECE,1,14,63,120,110,23,260,1309,2,3666,87911,1260,Yes,36,254,59,115,https://github.com/student108,https://linkedin.com/in/student108
109,Student_109,student109@example.com,9224460865,MECH,4,71,57,102,23,23,72,1296,1,2497,25821,2401,Yes,43,352,19,166,https://github.com/student109,https://linkedin.com/in/student109
110,Student_110,student110@example.com,9889593683,IT,4,88,40,41,127,30,73,884,4,200,31776,906,No,84,452,25,122,https://github.com/student110,https://linkedin.com/in/student110
111,Student_111,student111@example.com,9146089899,IT,1,13,95,124,183,37,275,2318,5,157,44561,1250,Yes,11,441,125,207,https://github.com/student111,https://linkedin.com/in/student111
112,Student_112,student112@example.com,9413832222,IT,3,43,51,60,162,33,218,1536,2,1425,17380,873,No,36,81,172,167,https://github.com/student112,https://linkedin.com/in/student112
113,Student_113,student113@example.com,9681731084,CIVIL,2,38,11,162,41,3,331,2494,3,3458,20400,2125,Yes,98,186,85,144,https://github.com/student113,https://linkedin.com/in/student113
114,Student_114,student114@example.com,9676611273,CIVIL,3,26,96,82,186,45,173,1922,3,3905,64877,1721,No,4,134,197,266,https://github.com/student114,https://linkedin.com/in/student114
115,Student_115,student115@example.com,9126829085,MECH,3,12,65,76,175,44,380,2013,3,3040,49547,1014,No,41,415,14,96,https://github.com/student115,https://linkedin.com/in/student115
116,Student_116,student116@example.com,9699592226,ECE,1,1,98,135,4,13,192,1513,1,3369,74382,1085,No,6,485,65,167,https://github.com/student116,https://linkedin.com/in/student116
117,Student_117,student117@example.com,9924823494,CIVIL,2,97,62,76,29,2,367,2352,2,4862,37139,2572,Yes,9,2,53,131,https://github.com/student117,https://linkedin.com/in/student117
118,Student_118,student118@example.com,9991059514,ECE,2,1,47,33,103,33,251,907,5,2986,59674,1621,No,37,234,19,135,https://github.com/student118,https://linkedin.com/in/student118
119,Student_119,student119@example.com,9895739861,CSE,4,50,68,172,87,50,370,986,4,3472,48837,1336,Yes,88,413,0,105,https://github.com/student119,https://linkedin.com/in/student119
120,Student_120,student120@example.com,9235342224,ECE,2,57,69,82,12,42,257,2212,1,1756,81105,1294,Yes,67,22,112,156,https://github.com/student120,https://linkedin.com/in/student120
121,Student_121,student121@example.com,9573339194,CIVIL,1,70,99,22,90,50,320,1237,5,4239,9932,1309,No,53,351,78,265,https://github.com/student121,https://linkedin.com/in/student121
122,Student_122,student122@example.com,9861404955,IT,1,78,35,76,48,33,40,1339,1,2641,33950,1284,No,11,288,148,160,https://github.com/student122,https://linkedin.com/in/student122
123,Student_123,student123@example.com,9380022757,CIVIL,4,10,94,0,175,3,7,2390,3,418,20904,2490,Yes,89,469,172,134,https://github.com/student123,https://linkedin.com/in/student123
124,Student_124,student124@example.com,9933252405,MECH,2,82,75,100,140,30,299,2358,5,153,62578,2246,No,16,462,48,118,https://github.com/student124,https://linkedin.com/in/student124
125,Student_125,student125@example.com,9370209528,ECE,4,22,0,25,109,11,271,1799,5,4689,94722,2350,No,2,263,34,191,https://github.com/student125,https://linkedin.com/in/student125
126,Student_126,student126@example.com,9157777565,CIVIL,4,97,56,148,136,20,325,1058,1,3598,46211,1728,No,55,106,133,183,https://github.com/student126,https://linkedin.com/in/student126
127,Student_127,student127@example.com,9665879200,ECE,3,96,57,104,78,37,119,916,4,3487,11509,1995,No,62,239,84,266,https://github.com/student127,https://linkedin.com/in/student127
128,Student_128,student128@example.com,9780717226,ECE,4,99,3,23,124,30,383,2082,2,4395,10659,1282,Yes,15,159,132,56,https://github.com/student128,https://linkedin.com/in/student128
129,Student_129,student129@example.com,9518913175,CIVIL,3,91,63,50,148,1,71,1018,4,3028,3493,1723,Yes,58,12,17,290,https://github.com/student129,https://linkedin.com/in/student129
130,Student_130,student130@example.com,9258924549,CIVIL,3,41,36,18,44,33,372,2219,3,1560,25284,1537,Yes,4,474,29,103,https://github.com/student130,https://linkedin.com/in/student130
131,Student_131,student131@example.com,9111049822,CSE,3,92,80,84,11,6,139,2071,2,1794,45465,1211,Yes,95,386,150,157,https://github.com/student131,https://linkedin.com/in/student131
132,Student_132,student132@example.com,9451997940,IT,2,38,22,20,156,46,21,2450,2,1084,70166,2134,Yes,87,339,155,166,https://github.com/student132,https://linkedin.com/in/student132
133,Student_133,student133@example.com,9854382831,IT,2,26,44,76,45,46,24,1831,1,3786,48683,1377,No,95,95,88,250,https://github.com/student133,https://linkedin.com/in/student133
134,Student_134,student134@example.com,9595499680,CSE,2,23,67,102,198,19,34,2423,4,4836,72162,2287,No,84,138,23,280,https://github.com/student134,https://linkedin.com/in/student134
135,Student_135,student135@example.com,9412456949,MECH,2,43,40,150,110,42,65,1037,2,842,87328,2110,Yes,16,498,165,253,https://github.com/student135,https://linkedin.com/in/student135
136,Student_136,student136@example.com,9341673933,CSE,4,6,46,72,109,3,181,1473,2,3460,7159,2084,Yes,92,438,188,44,https://github.com/student136,https://linkedin.com/in/student136
137,Student_137,student137@example.com,9295095534,IT,4,62,86,73,48,49,271,1056,3,1895,71103,1907,No,83,313,112,168,https://github.com/student137,https://linkedin.com/in/student137
138,Student_138,student138@example.com,9319147295,IT,4,36,67,179,170,5,3,1545,3,1315,1306,2057,No,30,487,126,103,https://github.com/student138,https://linkedin.com/in/student138
139,Student_139,student139@example.com,9628908733,MECH,3,24,74,50,86,39,97,1761,4,4796,87124,2300,No,93,5,122,220,https://github.com/student139,https://linkedin.com/in/student139
140,Student_140,student140@example.com,9698661295,CIVIL,2,1,81,77,108,8,220,1548,2,4732,42439,2505,Yes,77,287,164,299,https://github.com/student140,https://linkedin.com/in/student140
141,Student_141,student141@example.com,9432490145,MECH,1,17,80,111,124,46,329,1220,5,1900,52915,2270,No,98,57,67,256,https://github.com/student141,https://linkedin.com/in/student141
142,Student_142,student142@example.com,9171845829,CSE,2,95,23,154,140,33,106,2128,4,3883,98205,1091,No,78,180,83,66,https://github.com/student142,https://linkedin.com/in/student142
143,Student_143,student143@example.com,9471518351,CSE,4,73,12,171,36,9,119,1871,1,4168,92768,1671,No,18,432,16,248,https://github.com/student143,https://linkedin.com/in/student143
144,Student_144,student144@example.com,9799982636,CIVIL,3,76,9,155,102,42,139,1040,3,1467,73512,1153,No,8,107,18,54,https://github.com/student144,https://linkedin.com/in/student144
145,Student_145,student145@example.com,9730544660,CIVIL,1,49,28,102,97,24,134,1628,4,1425,19471,2338,Yes,34,135,194,147,https://github.com/student145,https://linkedin.com/in/student145
146,Student_146,student146@example.com,9481267995,MECH,3,12,90,170,114,1,110,1874,1,4399,99338,1342,Yes,43,314,135,216,https://github.com/student146,https://linkedin.com/in/student146
147,Student_147,student147@example.com,9592365080,MECH,4,77,33,161,136,45,29,2057,3,431,56046,2170,No,89,106,136,40,https://github.com/student147,https://linkedin.com/in/student147
148,Student_148,student148@example.com,9217202623,CSE,2,26,7,149,139,25,392,1806,2,4889,21310,1519,No,76,302,66,237,https://github.com/student148,https://linkedin.com/in/student148
149,Student_149,student149@example.com,9486175240,ECE,3,41,13,73,127,15,285,2492,2,4726,42968,2234,Yes,34,27,73,14,https://github.com/student149,https://linkedin.com/in/student149
150,Student_150,student150@example.com,9389723928,MECH,3,55,4,114,38,43,183,1260,5,3761,11783,1757,Yes,24,400,78,176,https://github.com/student150,https://linkedin.com/in/student150
151,Student_151,student151@example.com,9770499924,CSE,3,37,49,191,124,37,141,2122,4,3738,69438,1258,No,23,362,102,187,https://github.com/student151,https://linkedin.com/in/student151
152,Student_152,student152@example.com,9151984461,MECH,2,68,47,27,159,36,388,1200,3,4658,32728,1136,Yes,40,220,109,280,https://github.com/student152,https://linkedin.com/in/student152
153,Student_153,student153@example.com,9663533798,MECH,4,34,8,35,120,18,222,886,5,71,20863,1954,Yes,32,425,188,166,https://github.com/student153,https://linkedin.com/in/student153
154,Student_154,student154@example.com,9345355452,ECE,4,100,26,151,150,41,124,2314,3,3164,87074,1236,No,57,353,66,34,https://github.com/student154,https://linkedin.com/in/student154
155,Student_155,student155@example.com,9520571928,IT,2,31,38,180,41,46,383,1003,1,4168,55832,1074,No,22,220,140,296,https://github.com/student155,https://linkedin.com/in/student155
156,Student_156,student156@example.com,9102481814,MECH,3,90,89,1,180,27,30,1488,2,2296,88374,2135,No,85,289,98,222,https://github.com/student156,https://linkedin.com/in/student156
157,Student_157,student157@example.com,9739702236,CIVIL,4,60,13,104,93,23,344,1052,5,1924,92713,1715,No,99,127,46,57,https://github.com/student157,https://linkedin.com/in/student157
158,Student_158,student158@example.com,9184166693,MECH,3,21,71,110,105,49,133,1788,5,4762,27224,1446,No,74,5,64,71,https://github.com/student158,https://linkedin.com/in/student158
159,Student_159,student159@example.com,9278450272,IT,4,77,2,126,178,21,229,1419,2,3781,56801,1520,Yes,76,66,167,207,https://github.com/student159,https://linkedin.com/in/student159
160,Student_160,student160@example.com,9876853399,CSE,4,90,0,90,47,36,43,1868,5,3927,76689,1112,Yes,90,376,6,118,https://github.com/student160,https://linkedin.com/in/student160
161,Student_161,student161@example.com,9552141105,MECH,2,100,94,29,0,19,289,2430,1,2415,59949,1896,Yes,45,42,145,5,https://github.com/student161,https://linkedin.com/in/student161
162,Student_162,student162@example.com,9389801315,CSE,4,20,31,134,49,47,256,2259,4,3248,36787,1287,Yes,69,118,156,220,https://github.com/student162,https://linkedin.com/in/student162
